YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2019,0,33667,Carlos Ortiz,16.46,27,164,-0.44
2019,0,27974,Sung Kang,16.25,26,160,-0.62
2019,0,47959,Bryson DeChambeau,15.97,23,144,-0.17
2019,0,45486,Joaquin Niemann,15.76,29,184,-0.59
2019,0,40026,Daniel Berger,15.15,20,132,-0.35
2019,0,34363,Tyrrell Hatton,15.0,15,100,-0.40
2019,0,32839,Hideki Matsuyama,15.0,24,160,-0.21
2019,0,36699,Patrick Rodgers,14.71,15,102,-0.73
2019,0,23320,Ryan Palmer,14.66,17,116,-0.35
2019,0,28252,Seamus Power,14.58,21,144,-0.38
2019,0,37340,Chase Wright,14.49,20,138,-0.20
2019,0,27349,Alex Noren,14.42,15,104,E
2019,0,48822,Sebastián Muñoz,14.38,23,160,-0.35
2019,0,33141,Keegan Bradley,14.19,21,148,-0.43
2019,0,30692,Scott Stallings,14.19,21,148,-0.57
2019,0,28259,Sangmoon Bae,13.89,15,108,-0.40
2019,0,29268,Bronson Burgoon,13.73,14,102,-0.57
2019,0,39954,Cody Gribble,13.64,18,132,-0.33
2019,0,25632,Jimmy Walker,13.64,18,132,-0.22
2019,0,29484,Peter Uihlein,13.57,19,140,-0.53
2019,0,35506,Mackenzie Hughes,13.16,20,152,-0.60
2019,0,33486,Roger Sloan,13.1,22,168,-0.45
2019,0,34306,John Chin,12.96,14,108,-0.29
2019,0,46402,Talor Gooch,12.96,14,108,-0.43
2019,0,35732,Wes Roach,12.7,16,126,-0.25
2019,0,40009,Dominic Bozzelli,12.69,17,134,-0.35
2019,0,34046,Jordan Spieth,12.66,20,158,-0.10
2019,0,34360,Patrick Reed,12.5,21,168,-0.38
2019,0,29970,Dylan Frittelli,12.35,20,162,-0.65
2019,0,36852,Jim Knous,12.26,13,106,-0.08
2019,0,25900,Lucas Glover,11.67,21,180,-0.62
2019,0,29974,Branden Grace,11.61,13,112,-0.54
2019,0,33419,Cameron Tringale,11.54,15,130,-0.53
2019,0,32757,Patton Kizzire,11.36,15,132,-0.13
2019,0,31646,Emiliano Grillo,10.61,14,132,-0.29
2019,0,32640,Troy Merritt,10.53,12,114,-0.33
2019,0,33418,Shawn Stefani,10.53,16,152,-0.63
2019,0,24502,Adam Scott,10.38,11,106,-0.27
2019,0,47128,Richy Werenski,10.24,17,166,-0.59
2019,0,32139,Danny Willett,10.17,12,118,-0.17
2019,0,33399,Adam Hadwin,10.14,15,148,-0.93
2019,0,30911,Tommy Fleetwood,10.0,12,120,-0.17
2019,0,49771,J.T. Poston,9.9,19,192,E
2019,0,36799,Stephan Jaeger,9.86,14,142,-0.07
2019,0,34563,Chesson Hadley,9.85,13,132,-0.62
2019,0,49298,Kramer Hickok,9.74,15,154,-0.60
2019,0,40115,Adam Svensson,9.7,13,134,-0.62
2019,0,12716,Charley Hoffman,9.68,12,124,-0.50
2019,0,39971,Sungjae Im,9.65,22,228,-0.45
2019,0,34466,Peter Malnati,9.64,16,166,-0.50
2019,0,26300,Matt Jones,9.52,16,168,-0.63
2019,0,29420,Billy Horschel,9.38,15,160,-0.53
2019,0,39997,Corey Conners,9.3,16,172,-0.25
2019,0,30978,Kiradech Aphibarnrat,9.26,10,108,+0.10
2019,0,25493,Nick Taylor,9.14,17,186,-0.29
2019,0,25818,Scott Piercy,8.97,14,156,-0.21
2019,0,28679,Fabián Gómez,8.87,11,124,-0.27
2019,0,27963,Chris Stroud,8.87,11,124,-0.45
2019,0,37275,Sam Ryder,8.82,12,136,-0.83
2019,0,23108,Matt Kuchar,8.75,14,160,-0.43
2019,0,24924,Bill Haas,8.7,12,138,-0.50
2019,0,26851,Marc Leishman,8.59,11,128,-0.18
2019,0,35879,Kelly Kraft,8.44,13,154,E
2019,0,35532,Tom Hoge,8.14,14,172,-0.43
2019,0,25198,Francesco Molinari,8.0,8,100,E
2019,0,34076,Joel Dahmen,7.95,14,176,-0.07
2019,0,34021,Bud Cauley,7.93,13,164,-0.54
2019,0,46523,Joey Garber,7.89,9,114,-0.22
2019,0,21731,Freddie Jacobson,7.84,8,102,-0.38
2019,0,49303,Anders Albertson,7.81,10,128,-0.40
2019,0,32058,José de Jesús Rodríguez,7.69,10,130,-0.60
2019,0,45526,Abraham Ancer,7.5,12,160,-0.33
2019,0,37455,Si Woo Kim,7.43,11,148,-0.73
2019,0,29479,Scott Brown,7.32,12,164,-0.50
2019,0,25396,Kevin Na,7.29,7,96,-0.43
2019,0,46435,Austin Cook,7.14,8,112,-0.50
2019,0,24138,Ian Poulter,7.0,7,100,-0.29
2019,0,30191,Julián Etulain,6.92,9,130,-0.56
2019,0,47993,Denny McCarthy,6.79,11,162,-0.45
2019,0,24781,Hunter Mahan,6.78,8,118,+0.13
2019,0,39324,J.J. Spaun,6.76,10,148,-0.40
2019,0,25572,Graeme McDowell,6.72,9,134,+0.11
2019,0,33122,Russell Knox,6.62,9,136,E
2019,0,28775,Nate Lashley,6.62,9,136,-0.67
2019,0,23621,Rory Sabbatini,6.45,12,186,-0.42
2019,0,34098,Russell Henley,6.43,9,140,-0.67
2019,0,49766,Hank Lebioda,6.43,9,140,-0.22
2019,0,29221,Webb Simpson,6.41,10,156,-0.10
2019,0,26499,Rafa Cabrera Bello,6.25,7,112,-0.14
2019,0,27644,Brian Harman,6.17,10,162,-0.40
2019,0,27214,Kevin Streelman,6.17,10,162,-0.40
2019,0,34264,Hudson Swafford,6.14,7,114,-0.71
2019,0,21528,Henrik Stenson,6.0,6,100,-0.33
2019,0,27330,Josh Teater,5.97,8,134,-0.13
2019,0,35449,Adam Long,5.92,9,152,-0.33
2019,0,23353,J.J. Henry,5.77,6,104,-1.00
2019,0,27649,Brandt Snedeker,5.75,10,174,-0.30
2019,0,32150,Michael Thompson,5.63,8,142,-0.50
2019,0,32200,Roberto Castro,5.56,8,144,-1.00
2019,0,25686,Jason Dufner,5.47,7,128,E
2019,0,45609,Tyler Duncan,5.42,9,166,-0.22
2019,0,31420,Anirban Lahiri,5.38,7,130,-0.29
2019,0,40098,Matt Fitzpatrick,5.32,5,94,-0.20
2019,0,33410,Andrew Landry,4.73,7,148,-0.29
2019,0,34256,Andrew Putnam,4.69,6,128,E
2019,0,30110,Kyle Stanley,4.69,6,128,-0.33
2019,0,27895,Jonas Blixt,4.61,7,152,-0.57
2019,0,29535,Brice Garnett,4.55,7,154,-0.43
2019,0,47990,Kyle Jones,4.55,6,132,-0.17
2019,0,32816,Satoshi Kodaira,4.46,5,112,+0.20
2019,0,26476,Chez Reavie,4.38,7,160,-0.57
2019,0,27958,Ryan Blaum,4.27,7,164,-0.71
2019,0,37380,Curtis Luck,4.24,5,118,-0.20
2019,0,31557,Jim Herman,4.17,4,96,-1.25
2019,0,34431,Robert Streb,4.17,6,144,-0.33
2019,0,29478,Kevin Kisner,4.07,7,172,-0.14
2019,0,27556,Ted Potter Jr.,3.97,5,126,-0.40
2019,0,26596,Ryan Moore,3.79,5,132,-0.80
2019,0,32791,K.H. Lee,3.75,6,160,-0.50
2019,0,39327,Ben Silverman,3.68,5,136,-0.20
2019,0,19803,Ryan Armour,3.57,6,168,-0.17
2019,0,29908,C.T. Pan,3.57,5,140,-0.40
2019,0,23325,Vaughn Taylor,3.3,6,182,-0.50
2019,0,37454,Whee Kim,3.28,4,122,-0.50
2019,0,35376,Roberto Díaz,3.08,4,130,E
2019,0,24361,Pat Perez,3.0,3,100,-0.67
2019,0,39975,Michael Kim,2.94,3,102,-0.33
2019,0,22371,Aaron Baddeley,2.73,3,110,E
2019,0,26951,Johnson Wagner,2.59,3,116,-0.67
2019,0,6522,Ernie Els,2.44,2,82,-1.00
2019,0,24024,Zach Johnson,2.34,3,128,E
2019,0,26758,David Hearn,2.13,2,94,-0.50
2019,0,30786,Brady Schnell,1.96,2,102,-0.50
2019,0,19846,Brian Gay,1.85,3,162,+0.33
2019,0,31560,Brian Stuard,1.74,3,172,-0.33
2019,0,34261,Scott Langley,1.35,2,148,-0.50
2019,0,20572,Rod Pampling,1.04,1,96,E
2019,0,24925,Jonathan Byrd,1.02,1,98,-1.00
2019,0,20472,Alex Cejka,1.0,1,100,E
2019,0,10809,Jim Furyk,0.74,1,136,-1.00
2018,0,46601,Trey Mullinax,50.0,69,138,-0.36
2018,0,28237,Rory McIlroy,48.36,59,122,-0.25
2018,0,50526,Tom Lovelady,45.06,73,162,-0.40
2018,0,29725,Tony Finau,41.67,75,180,-0.61
2018,0,36689,Brooks Koepka,40.52,47,116,-0.26
2018,0,25804,Bubba Watson,39.24,62,158,-0.32
2018,0,30925,Dustin Johnson,38.57,54,140,-0.52
2018,0,27129,Luke List,36.78,64,174,-0.33
2018,0,31323,Gary Woodland,36.75,61,166,-0.39
2018,0,33448,Justin Thomas,35.81,53,148,-0.42
2018,0,39546,Keith Mitchell,35.57,69,194,-0.39
2018,0,32333,Kevin Tway,34.38,66,192,-0.48
2018,0,37189,Harold Varner III,33.95,55,162,-0.44
2018,0,46970,Jon Rahm,33.06,41,124,-0.12
2018,0,29518,Brendan Steele,31.75,40,126,-0.35
2018,0,27141,J.B. Holmes,31.69,45,142,-0.22
2018,0,30944,Jason Kokrak,30.81,61,198,-0.33
2018,0,28089,Jason Day,30.0,36,120,-0.19
2018,0,30911,Tommy Fleetwood,29.84,37,124,-0.41
2018,0,48081,Xander Schauffele,29.63,48,162,-0.31
2018,0,34213,Grayson Murray,28.91,37,128,-0.24
2018,0,32366,Kevin Chappell,28.38,42,148,-0.43
2018,0,47347,Adam Schenk,27.5,44,160,-0.30
2018,0,33948,Byeong Hun An,26.88,43,160,E
2018,0,23320,Ryan Palmer,26.19,33,126,-0.36
2018,0,27095,Nick Watney,26.11,47,180,-0.30
2018,0,47959,Bryson DeChambeau,25.81,48,186,-0.33
2018,0,35310,Lanto Griffin,25.0,37,148,-0.27
2018,0,36699,Patrick Rodgers,24.71,42,170,-0.43
2018,0,46501,Ollie Schniederjans,24.68,39,158,-0.46
2018,0,8793,Tiger Woods,24.26,33,136,-0.30
2018,0,27064,Jhonattan Vegas,24.03,37,154,-0.19
2018,0,24358,Robert Garrigus,23.68,36,152,-0.44
2018,0,24502,Adam Scott,22.86,32,140,-0.22
2018,0,34264,Hudson Swafford,22.73,25,110,-0.36
2018,0,24140,Sean O'Hair,22.22,28,126,-0.29
2018,0,34099,Harris English,21.79,34,156,-0.38
2018,0,21961,Charles Howell III,21.59,38,176,-0.37
2018,0,30692,Scott Stallings,21.51,37,172,-0.38
2018,0,35421,Brandon Harkins,21.05,40,190,-0.45
2018,0,22405,Justin Rose,20.97,26,124,-0.31
2018,0,29223,Sam Saunders,20.95,31,148,-0.32
2018,0,29484,Peter Uihlein,20.71,29,140,-0.45
2018,0,26331,Charl Schwartzel,20.65,19,92,-0.11
2018,0,28252,Seamus Power,20.51,32,156,-0.44
2018,0,25364,Paul Casey,20.34,24,118,-0.17
2018,0,32839,Hideki Matsuyama,20.31,26,128,-0.15
2018,0,32102,Rickie Fowler,19.59,29,148,-0.41
2018,0,29268,Bronson Burgoon,19.57,27,138,-0.26
2018,0,26851,Marc Leishman,19.51,32,164,-0.25
2018,0,39997,Corey Conners,19.35,36,186,-0.44
2018,0,25198,Francesco Molinari,18.94,25,132,-0.04
2018,0,25632,Jimmy Walker,18.83,29,154,-0.41
2018,0,29461,Jamie Lovemark,18.75,30,160,-0.57
2018,0,49964,Aaron Wise,18.75,33,176,-0.27
2018,0,26300,Matt Jones,18.55,23,124,-0.30
2018,0,35450,Patrick Cantlay,18.42,28,152,-0.21
2018,0,49771,J.T. Poston,18.31,26,142,-0.42
2018,0,29974,Branden Grace,17.31,18,104,-0.22
2018,0,34046,Jordan Spieth,17.11,26,152,-0.50
2018,0,30110,Kyle Stanley,17.11,26,152,-0.42
2018,0,47287,Ethan Tracy,16.91,23,136,-0.35
2018,0,1810,Phil Mickelson,16.87,28,166,-0.50
2018,0,36799,Stephan Jaeger,16.67,25,150,-0.52
2018,0,26329,Louis Oosthuizen,16.67,18,108,-0.22
2018,0,32254,Xinjun Zhang,16.2,23,142,-0.35
2018,0,40009,Dominic Bozzelli,16.15,21,130,-0.33
2018,0,27936,Martin Laird,16.15,21,130,-0.19
2018,0,34363,Tyrrell Hatton,16.0,16,100,E
2018,0,35891,Cameron Smith,15.71,22,140,-0.32
2018,0,33418,Shawn Stefani,15.54,23,148,-0.48
2018,0,40026,Daniel Berger,15.44,21,136,-0.33
2018,0,47125,Matt Atkins,15.38,16,104,-0.31
2018,0,34360,Patrick Reed,15.38,24,156,-0.21
2018,0,32757,Patton Kizzire,15.17,27,178,-0.26
2018,0,25818,Scott Piercy,15.13,23,152,-0.57
2018,0,25686,Jason Dufner,15.0,18,120,-0.28
2018,0,34563,Chesson Hadley,14.65,29,198,-0.41
2018,0,24924,Bill Haas,14.29,20,140,-0.25
2018,0,32448,James Hahn,14.19,21,148,-0.48
2018,0,45526,Abraham Ancer,14.06,27,192,-0.37
2018,0,39954,Cody Gribble,14.04,16,114,-0.38
2018,0,28500,Martin Flores,14.02,23,164,-0.43
2018,0,22056,Cameron Percy,14.0,14,100,-0.07
2018,0,20229,Stewart Cink,13.92,22,158,-0.27
2018,0,33141,Keegan Bradley,13.53,23,170,-0.52
2018,0,35461,Beau Hossler,13.46,28,208,-0.32
2018,0,35545,Blayne Barber,13.43,18,134,-0.33
2018,0,34021,Bud Cauley,13.33,12,90,-0.17
2018,0,12716,Charley Hoffman,13.13,21,160,-0.38
2018,0,34076,Joel Dahmen,12.94,22,170,-0.64
2018,0,26499,Rafa Cabrera Bello,12.93,15,116,-0.40
2018,0,29420,Billy Horschel,12.8,21,164,-0.24
2018,0,46402,Talor Gooch,12.5,18,144,-0.44
2018,0,20157,Retief Goosen,12.5,13,104,+0.08
2018,0,27349,Alex Noren,12.5,14,112,-0.29
2018,0,37275,Sam Ryder,12.5,20,160,-0.60
2018,0,39324,J.J. Spaun,12.03,19,158,-0.68
2018,0,45609,Tyler Duncan,11.83,22,186,-0.32
2018,0,33204,Shane Lowry,11.61,13,112,-0.38
2018,0,24138,Ian Poulter,11.61,13,112,-0.46
2018,0,37278,Nicholas Lindheim,11.59,16,138,-0.19
2018,0,35532,Tom Hoge,11.29,21,186,-0.29
2018,0,32150,Michael Thompson,11.21,13,116,-0.23
2018,0,35506,Mackenzie Hughes,11.18,17,152,-0.29
2018,0,29908,C.T. Pan,11.11,20,180,-0.50
2018,0,29535,Brice Garnett,11.05,21,190,-0.52
2018,0,28679,Fabián Gómez,10.71,18,168,-0.50
2018,0,29485,Brett Stegmaier,10.66,13,122,-0.54
2018,0,34098,Russell Henley,10.61,14,132,-0.57
2018,0,32640,Troy Merritt,10.59,18,170,-0.44
2018,0,32816,Satoshi Kodaira,10.42,10,96,-0.20
2018,0,27895,Jonas Blixt,10.38,11,106,-0.18
2018,0,24781,Hunter Mahan,10.32,13,126,-0.15
2018,0,25396,Kevin Na,10.26,16,156,-0.56
2018,0,31420,Anirban Lahiri,10.14,15,148,-0.53
2018,0,31646,Emiliano Grillo,10.12,17,168,-0.06
2018,0,34431,Robert Streb,9.85,13,132,-0.46
2018,0,31202,William McGirt,9.62,15,156,-0.47
2018,0,28775,Nate Lashley,9.57,9,94,-0.11
2018,0,47993,Denny McCarthy,9.52,12,126,-0.58
2018,0,24361,Pat Perez,9.52,12,126,-0.17
2018,0,33122,Russell Knox,9.3,16,172,-0.44
2018,0,29221,Webb Simpson,9.24,17,184,-0.35
2018,0,27214,Kevin Streelman,9.24,17,184,-0.59
2018,0,27649,Brandt Snedeker,9.15,15,164,-0.40
2018,0,23621,Rory Sabbatini,8.99,16,178,-0.19
2018,0,39327,Ben Silverman,8.93,15,168,-0.60
2018,0,37338,Zecheng Dou,8.89,8,90,-0.50
2018,0,24925,Jonathan Byrd,8.87,11,124,-0.18
2018,0,22582,Kyle Thompson,8.7,8,92,-0.13
2018,0,28132,Tyrone Van Aswegen,8.6,16,186,-0.31
2018,0,47128,Richy Werenski,8.52,15,176,-0.07
2018,0,27963,Chris Stroud,8.46,11,130,-0.09
2018,0,27974,Sung Kang,8.44,13,154,-0.31
2018,0,32876,Martin Piller,8.44,13,154,-0.23
2018,0,34256,Andrew Putnam,8.43,15,178,-0.20
2018,0,30978,Kiradech Aphibarnrat,8.33,7,84,+0.29
2018,0,30926,Chris Kirk,8.33,17,204,-0.24
2018,0,20572,Rod Pampling,8.0,8,100,-0.63
2018,0,27644,Brian Harman,7.93,13,164,-0.69
2018,0,34466,Peter Malnati,7.83,13,166,-0.54
2018,0,25834,Daniel Summerhays,7.78,7,90,-0.57
2018,0,35544,Andrew Yun,7.78,7,90,-0.14
2018,0,29926,Danny Lee,7.69,12,156,-0.50
2018,0,34358,Jonathan Randolph,7.69,10,130,-0.50
2018,0,35376,Roberto Díaz,7.35,10,136,-0.30
2018,0,28307,Matt Every,7.33,11,150,-0.45
2018,0,26951,Johnson Wagner,7.25,10,138,-0.80
2018,0,23108,Matt Kuchar,7.24,11,152,-0.45
2018,0,29479,Scott Brown,7.22,13,180,-0.23
2018,0,35879,Kelly Kraft,7.14,12,168,-0.25
2018,0,37455,Si Woo Kim,7.07,13,184,-0.38
2018,0,22371,Aaron Baddeley,7.05,11,156,-0.36
2018,0,26596,Ryan Moore,7.05,11,156,-0.36
2018,0,25240,D.A. Points,7.02,8,114,-0.63
2018,0,46435,Austin Cook,7.01,15,214,-0.20
2018,0,39975,Michael Kim,6.82,9,132,-0.22
2018,0,25493,Nick Taylor,6.71,11,164,-0.27
2018,0,23353,J.J. Henry,6.67,10,150,-0.40
2018,0,27958,Ryan Blaum,6.41,10,156,-0.70
2018,0,25572,Graeme McDowell,6.36,7,110,-0.43
2018,0,33419,Cameron Tringale,6.35,8,126,-0.25
2018,0,31416,Derek Fathauer,6.25,10,160,-0.50
2018,0,33410,Andrew Landry,6.25,10,160,-0.30
2018,0,25900,Lucas Glover,6.12,6,98,-0.33
2018,0,25892,Steve Wheatcroft,6.03,7,116,-0.57
2018,0,27942,Rob Oppenheim,5.88,8,136,-0.25
2018,0,26758,David Hearn,5.83,7,120,-0.29
2018,0,20472,Alex Cejka,5.8,8,138,-0.50
2018,0,21528,Henrik Stenson,5.77,6,104,-0.33
2018,0,24024,Zach Johnson,5.75,10,174,-0.40
2018,0,34174,John Huh,5.56,10,180,E
2018,0,39328,Conrad Shindler,5.36,6,112,-1.00
2018,0,27556,Ted Potter Jr.,5.17,9,174,E
2018,0,29478,Kevin Kisner,5.13,8,156,+0.25
2018,0,24846,Ricky Barnes,5.08,6,118,-0.50
2018,0,23325,Vaughn Taylor,5.06,8,158,-0.38
2018,0,37454,Whee Kim,4.94,8,162,-0.63
2018,0,26476,Chez Reavie,4.73,7,148,-0.29
2018,0,19846,Brian Gay,4.46,9,202,-0.44
2018,0,40058,Zac Blair,4.31,5,116,-0.20
2018,0,19803,Ryan Armour,4.21,9,214,-0.56
2018,0,33413,Ben Martin,3.91,5,128,-1.00
2018,0,33399,Adam Hadwin,3.9,6,154,-0.33
2018,0,20593,Greg Chalmers,3.85,4,104,-0.50
2018,0,12510,Chad Campbell,3.52,5,142,-0.20
2018,0,10809,Jim Furyk,3.13,3,96,-0.33
2018,0,29222,Billy Hurley III,3.13,4,128,-0.25
2018,0,48084,Wesley Bryan,2.73,3,110,E
2018,0,34409,David Lingmerth,2.56,4,156,-0.25
2018,0,31560,Brian Stuard,1.55,3,194,+0.33
2018,0,23541,Ben Crane,0.91,1,110,-1.00
2017,0,30925,Dustin Johnson,43.18,57,132,-0.33
2017,0,28237,Rory McIlroy,43.18,38,88,-0.45
2017,0,36689,Brooks Koepka,36.84,56,152,-0.32
2017,0,46550,Brandon Hagy,36.36,56,154,-0.32
2017,0,27129,Luke List,36.22,71,196,-0.31
2017,0,27141,J.B. Holmes,34.72,50,144,-0.46
2017,0,46601,Trey Mullinax,33.54,55,164,-0.27
2017,0,33448,Justin Thomas,33.1,47,142,-0.21
2017,0,35300,Andrew Loupe,32.69,34,104,-0.18
2017,0,28420,Ryan Brehm,32.47,50,154,-0.28
2017,0,29725,Tony Finau,31.5,63,200,-0.37
2017,0,34213,Grayson Murray,30.56,55,180,-0.27
2017,0,48081,Xander Schauffele,30.43,56,184,-0.30
2017,0,32333,Kevin Tway,29.55,52,176,-0.17
2017,0,31323,Gary Woodland,29.01,47,162,-0.34
2017,0,36699,Patrick Rodgers,28.57,40,140,-0.40
2017,0,25804,Bubba Watson,27.97,33,118,-0.18
2017,0,46501,Ollie Schniederjans,27.01,47,174,-0.28
2017,0,28089,Jason Day,26.52,35,132,-0.26
2017,0,46970,Jon Rahm,26.51,44,166,-0.23
2017,0,24502,Adam Scott,26.0,26,100,-0.31
2017,0,30944,Jason Kokrak,24.73,45,182,-0.20
2017,0,22405,Justin Rose,24.22,31,128,-0.16
2017,0,29461,Jamie Lovemark,23.91,44,184,-0.32
2017,0,46440,Smylie Kaufman,23.88,32,134,-0.41
2017,0,29720,Andres Gonzales,23.19,32,138,-0.13
2017,0,37189,Harold Varner III,21.58,41,190,-0.20
2017,0,32102,Rickie Fowler,21.53,31,144,-0.13
2017,0,32366,Kevin Chappell,21.34,35,164,E
2017,0,23320,Ryan Palmer,20.75,22,106,-0.18
2017,0,29518,Brendan Steele,20.63,33,160,-0.12
2017,0,34099,Harris English,20.39,31,152,-0.35
2017,0,32839,Hideki Matsuyama,19.85,27,136,-0.22
2017,0,26851,Marc Leishman,19.77,34,172,-0.09
2017,0,34264,Hudson Swafford,19.77,34,172,-0.32
2017,0,27064,Jhonattan Vegas,19.51,32,164,-0.09
2017,0,23497,Tag Ridings,19.49,23,118,-0.48
2017,0,21209,Sergio Garcia,19.44,21,108,-0.24
2017,0,27436,Graham DeLaet,19.08,29,152,-0.24
2017,0,24358,Robert Garrigus,18.75,27,144,-0.22
2017,0,26300,Matt Jones,18.75,21,112,-0.43
2017,0,25632,Jimmy Walker,18.03,22,122,-0.36
2017,0,46732,Rick Lamb,18.0,18,100,-0.22
2017,0,28500,Martin Flores,17.28,28,162,-0.21
2017,0,20229,Stewart Cink,17.2,32,186,-0.53
2017,0,26331,Charl Schwartzel,16.96,19,112,E
2017,0,27095,Nick Watney,16.67,23,138,-0.30
2017,0,34098,Russell Henley,16.49,32,194,-0.19
2017,0,24140,Sean O'Hair,16.25,26,160,-0.46
2017,0,25900,Lucas Glover,16.11,29,180,-0.41
2017,0,40026,Daniel Berger,16.03,25,156,-0.36
2017,0,25364,Paul Casey,15.85,26,164,-0.35
2017,0,28307,Matt Every,15.71,22,140,-0.41
2017,0,35450,Patrick Cantlay,15.63,15,96,-0.20
2017,0,34431,Robert Streb,15.56,28,180,-0.36
2017,0,26329,Louis Oosthuizen,15.52,18,116,-0.22
2017,0,35506,Mackenzie Hughes,15.38,32,208,-0.28
2017,0,48822,Sebastián Muñoz,15.31,15,98,-0.13
2017,0,28252,Seamus Power,15.0,24,160,-0.33
2017,0,49771,J.T. Poston,14.94,26,174,-0.04
2017,0,12716,Charley Hoffman,14.81,32,216,-0.28
2017,0,33141,Keegan Bradley,14.8,29,196,+0.03
2017,0,47959,Bryson DeChambeau,14.61,26,178,-0.19
2017,0,29420,Billy Horschel,14.53,25,172,-0.16
2017,0,33204,Shane Lowry,14.44,13,90,-0.08
2017,0,39954,Cody Gribble,14.29,22,154,-0.32
2017,0,30110,Kyle Stanley,14.0,28,200,-0.36
2017,0,29289,S.Y. Noh,13.79,24,174,-0.33
2017,0,30692,Scott Stallings,13.64,21,154,-0.14
2017,0,25818,Scott Piercy,13.56,16,118,-0.31
2017,0,34046,Jordan Spieth,13.46,21,156,-0.19
2017,0,27974,Sung Kang,13.27,26,196,-0.27
2017,0,27936,Martin Laird,13.25,22,166,-0.23
2017,0,25686,Jason Dufner,12.8,21,164,-0.10
2017,0,29974,Branden Grace,12.73,14,110,-0.43
2017,0,31420,Anirban Lahiri,12.5,17,136,-0.18
2017,0,1810,Phil Mickelson,12.5,20,160,-0.35
2017,0,33418,Shawn Stefani,12.5,17,136,-0.29
2017,0,29223,Sam Saunders,12.14,17,140,-0.06
2017,0,34360,Patrick Reed,11.96,22,184,-0.32
2017,0,37455,Si Woo Kim,11.94,16,134,-0.06
2017,0,46443,Brian Campbell,11.76,12,102,-0.17
2017,0,33948,Byeong Hun An,11.72,15,128,-0.20
2017,0,35891,Cameron Smith,11.59,19,164,-0.11
2017,0,27214,Kevin Streelman,11.36,20,176,-0.25
2017,0,31557,Jim Herman,11.27,16,142,-0.19
2017,0,21961,Charles Howell III,10.9,17,156,-0.59
2017,0,40009,Dominic Bozzelli,10.77,14,130,-0.29
2017,0,31646,Emiliano Grillo,10.76,17,158,E
2017,0,25191,Gonzalo Fernandez-Castaño,10.71,12,112,-0.17
2017,0,37278,Nicholas Lindheim,10.71,12,112,E
2017,0,33399,Adam Hadwin,10.64,20,188,+0.05
2017,0,22056,Cameron Percy,10.0,13,130,-0.08
2017,0,32448,James Hahn,9.78,18,184,-0.11
2017,0,34021,Bud Cauley,9.66,17,176,E
2017,0,26499,Rafa Cabrera Bello,9.62,10,104,+0.10
2017,0,32757,Patton Kizzire,9.21,14,152,-0.14
2017,0,20572,Rod Pampling,9.15,13,142,-0.23
2017,0,37454,Whee Kim,9.03,13,144,-0.31
2017,0,25493,Nick Taylor,8.95,17,190,-0.18
2017,0,30191,Julián Etulain,8.73,11,126,+0.09
2017,0,25349,Tim Wilkinson,8.62,10,116,-0.50
2017,0,33461,Morgan Hoffmann,8.52,15,176,-0.33
2017,0,35879,Kelly Kraft,8.45,12,142,-0.17
2017,0,24781,Hunter Mahan,8.45,12,142,-0.58
2017,0,27644,Brian Harman,8.33,16,192,-0.44
2017,0,27770,Camilo Villegas,8.33,12,144,-0.25
2017,0,29926,Danny Lee,8.24,14,170,-0.14
2017,0,23353,J.J. Henry,8.14,14,172,-0.43
2017,0,24361,Pat Perez,8.14,14,172,-0.64
2017,0,25198,Francesco Molinari,8.09,11,136,-0.18
2017,0,33122,Russell Knox,8.06,10,124,-0.10
2017,0,29478,Kevin Kisner,7.78,14,180,-0.43
2017,0,26596,Ryan Moore,7.75,11,142,-0.36
2017,0,32150,Michael Thompson,7.14,8,112,+0.13
2017,0,29908,C.T. Pan,6.98,12,172,-0.33
2017,0,23621,Rory Sabbatini,6.92,9,130,-0.22
2017,0,24924,Bill Haas,6.79,11,162,-0.36
2017,0,30852,Ryo Ishikawa,6.73,7,104,-0.14
2017,0,30926,Chris Kirk,6.63,11,166,+0.09
2017,0,22371,Aaron Baddeley,6.6,7,106,-0.29
2017,0,29221,Webb Simpson,6.57,13,198,-0.23
2017,0,20157,Retief Goosen,6.52,6,92,-0.17
2017,0,25274,Steven Bowditch,6.36,7,110,-0.43
2017,0,34358,Jonathan Randolph,6.35,8,126,-0.13
2017,0,33413,Ben Martin,6.33,10,158,-0.10
2017,0,39975,Michael Kim,6.11,11,180,E
2017,0,27649,Brandt Snedeker,6.0,6,100,-0.33
2017,0,27963,Chris Stroud,5.93,7,118,-0.43
2017,0,32640,Troy Merritt,5.92,9,152,-0.11
2017,0,12510,Chad Campbell,5.91,11,186,-0.27
2017,0,29740,Brad Fritsch,5.77,6,104,E
2017,0,24846,Ricky Barnes,5.68,10,176,+0.10
2017,0,35110,Brett Drewitt,5.66,6,106,E
2017,0,34409,David Lingmerth,5.63,8,142,-0.88
2017,0,31202,William McGirt,5.42,9,166,-0.22
2017,0,39324,J.J. Spaun,5.23,9,172,-0.56
2017,0,25834,Daniel Summerhays,5.0,9,180,-0.22
2017,0,33120,Mark Anderson,4.81,5,104,+0.40
2017,0,26951,Johnson Wagner,4.76,6,126,+0.17
