YEAR,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
2021,0,47483,Will Zalatoris,"66' 1""",THE PLAYERS,4,11 - Par 5
2021,0,56762,Will Gordon,"65' 9""",Arnold Palmer,4,2 - Par 3 -
2021,0,27129,Luke List,"65' 2""",Phoenix Open,4,3 - Par 5 -
2021,0,29974,Branden Grace,"65' 1""",THE PLAYERS,1,4 - Par 4 -
2021,0,34213,Grayson Murray,"64' 11""",Barbasol,1,15 - Par 5
2021,0,26300,Matt Jones,"64' 10""",BMW Champ,1,4 - Par 5 -
2021,0,45734,John Catlin,"64' 5""",PGA Champ,2,5 - Par 3 -
2021,0,32816,Satoshi Kodaira,"64' 5""",3M Open,1,14 - Par 4
2021,0,33597,Harry Higgs,"64' 0""",PGA Champ,2,18 - Par 4
2021,0,33490,Bo Hoag,"63' 11""",Byron Nelson,3,15 - Par 3
2021,0,31560,Brian Stuard,"63' 9""",John Deere,3,7 - Par 3 -
2021,0,1810,Phil Mickelson,"63' 8""",Travelers,1,9 - Par 4 -
2021,0,53165,Doc Redman,"63' 7""",Wells Fargo,1,17 - Par 3
2021,0,45486,Joaquin Niemann,"63' 5""",U.S. Open(2020),3,13 - Par 3
2021,0,39977,Max Homa,"62' 9""",Arnold Palmer,4,1 - Par 4 -
2021,0,27064,Jhonattan Vegas,"62' 6""",THE PLAYERS,2,1 - Par 4 -
2021,0,35450,Patrick Cantlay,"62' 3""",Shriners,1,8 - Par 3 -
2021,0,26476,Chez Reavie,"62' 3""",Phoenix Open,1,5 - Par 4 -
2021,0,40009,Dominic Bozzelli,"62' 3""",3M Open,2,6 - Par 5 -
2021,0,49964,Aaron Wise,"62' 2""",PGA Champ,3,8 - Par 3 -
2021,0,19846,Brian Gay,"62' 0""",PGA Champ,1,5 - Par 3 -
2021,0,35506,Mackenzie Hughes,"61' 8""",U.S. Open(2021),3,13 - Par 5
2021,0,23802,Brad Kennedy,"61' 8""",WGC-FedEx,2,7 - Par 4 -
2021,0,29420,Billy Horschel,"61' 6""",U.S. Open(2020),2,15 - Par 4
2021,0,40042,Tyler McCumber,"60' 10""",Sanderson Farms,3,15 - Par 4
2021,0,30925,Dustin Johnson,"60' 10""",Houston Open,4,11 - Par 3
2021,0,26679,Kevin Stadler,"60' 10""",Rocket Mortgage,1,11 - Par 3
2021,0,49771,J.T. Poston,"60' 9""",Barbasol,1,8 - Par 5 -
2021,0,33448,Justin Thomas,"60' 7""",TOUR Champ,2,14 - Par 4
2021,0,25396,Kevin Na,"60' 6""",Travelers,1,12 - Par 4
2021,0,24781,Hunter Mahan,"60' 3""",Sanderson Farms,1,13 - Par 3
2021,0,56781,Isaiah Salinda,"60' 1""",Houston Open,3,7 - Par 3 -
2021,0,59836,Pierceson Coody,"60' 1""",Byron Nelson,1,9 - Par 5 -
2021,0,24925,Jonathan Byrd,"60' 1""",Palmetto,1,8 - Par 4 -
2021,0,32640,Troy Merritt,"59' 8""",Byron Nelson,2,13 - Par 4
2021,0,35658,Kris Ventura,"59' 4""",Byron Nelson,1,18 - Par 5
2021,0,33141,Keegan Bradley,"59' 3""",Sanderson Farms,4,11 - Par 5
2021,0,39324,J.J. Spaun,"59' 3""",Wells Fargo,3,6 - Par 3 -
2021,0,48084,Wesley Bryan,"59' 2""",Safeway Open,1,5 - Par 5 -
2021,0,24924,Bill Haas,"59' 0""",Palmetto,2,9 - Par 4 -
2021,0,48045,Michael Gellerman,"58' 10""",Rocket Mortgage,2,10 - Par 4
2021,0,22056,Cameron Percy,"58' 8""",THE PLAYERS,3,13 - Par 3
2021,0,56278,Matthew Wolff,"58' 5""",3M Open,4,5 - Par 4 -
2021,0,34098,Russell Henley,"58' 4""",Sony Open,1,13 - Par 4
2021,0,23621,Rory Sabbatini,"58' 1""",Farmers,1,4 - Par 4 -
2021,0,30692,Scott Stallings,"58' 1""",Wells Fargo,1,4 - Par 3 -
2021,0,26951,Johnson Wagner,"58' 0""",Wells Fargo,2,13 - Par 3
2021,0,33419,Cameron Tringale,"57' 11""",the Memorial,1,9 - Par 4 -
2021,0,45526,Abraham Ancer,"57' 11""",BMW Champ,3,8 - Par 4 -
2021,0,47959,Bryson DeChambeau,"57' 9""",U.S. Open(2021),1,3 - Par 3 -
2021,0,27644,Brian Harman,"57' 8""",The Amex,2,5 - Par 5 -
2021,0,31420,Anirban Lahiri,"57' 5""",The Amex,1,15 - Par 4
2021,0,49298,Kramer Hickok,"57' 5""",Palmetto,2,13 - Par 4
2021,0,35461,Beau Hossler,"57' 4""",3M Open,2,17 - Par 3
2021,0,21961,Charles Howell III,"57' 3""",Byron Nelson,1,10 - Par 4
2021,0,47529,Mito Pereira,"57' 1""",3M Open,1,9 - Par 4 -
2021,0,6527,Steve Stricker,"57' 0""",Honda,4,15 - Par 3
2021,0,32334,Charlie Beljan,"57' 0""",Palmetto,2,8 - Par 4 -
2021,0,34099,Harris English,"56' 9""",U.S. Open(2021),2,11 - Par 3
2021,0,34363,Tyrrell Hatton,"56' 7""",U.S. Open(2021),1,16 - Par 3
2021,0,46717,Viktor Hovland,"56' 6""",Wells Fargo,1,14 - Par 4
2021,0,48822,Sebastián Muñoz,"56' 5""",Sony Open,1,2 - Par 4 -
2021,0,24361,Pat Perez,"56' 5""",Honda,4,15 - Par 3
2021,0,19803,Ryan Armour,"56' 3""",3M Open,1,8 - Par 3 -
2021,0,47993,Denny McCarthy,"56' 1""",Arnold Palmer,3,14 - Par 3
2021,0,29926,Danny Lee,"56' 0""",Travelers,1,5 - Par 3 -
2021,0,28237,Rory McIlroy,"55' 11""",Arnold Palmer,1,2 - Par 3 -
2021,0,25804,Bubba Watson,"55' 11""",3M Open,1,18 - Par 5
2021,0,46441,Robby Shelton,"55' 9""",the Memorial,3,4 - Par 3 -
2021,0,30911,Tommy Fleetwood,"55' 6""",THE CJ CUP,3,6 - Par 4 -
2021,0,27095,Nick Watney,"55' 6""",3M Open,4,2 - Par 4 -
2021,0,32139,Danny Willett,"55' 4""",The RSM Classic,1,15 - Par 5
2021,0,29478,Kevin Kisner,"55' 3""",Sentry,3,5 - Par 5 -
2021,0,31557,Jim Herman,"55' 3""",John Deere,2,12 - Par 3
2021,0,34046,Jordan Spieth,"55' 1""",Byron Nelson,1,18 - Par 5
2021,0,32448,James Hahn,"54' 6""",THE PLAYERS,4,17 - Par 3
2021,0,26331,Charl Schwartzel,"54' 5""",Honda,2,3 - Par 5 -
2021,0,25493,Nick Taylor,"54' 3""",RBC Heritage,1,8 - Par 4 -
2021,0,25349,Tim Wilkinson,"54' 2""",Sony Open,2,7 - Par 3 -
2021,0,30944,Jason Kokrak,"54' 0""",TOUR Champ,1,1 - Par 4 -
2021,0,46970,Jon Rahm,"53' 11""",Phoenix Open,1,1 - Par 4 -
2021,0,39546,Keith Mitchell,"53' 10""",Sony Open,2,15 - Par 4
2021,0,46402,Talor Gooch,"53' 9""",Arnold Palmer,4,11 - Par 4
2021,0,34587,Chan Kim,"53' 8""",PGA Champ,1,3 - Par 4 -
2021,0,46550,Brandon Hagy,"53' 6""",John Deere,1,15 - Par 4
2021,0,31646,Emiliano Grillo,"53' 5""",Sony Open,2,2 - Par 4 -
2021,0,47504,Sam Burns,"53' 5""",Phoenix Open,2,3 - Par 5 -
2021,0,48119,Ben Taylor,"53' 5""",Pebble Beach,4,16 - Par 4
2021,0,45522,Christiaan Bezuidenhout,"53' 5""",Arnold Palmer,2,5 - Par 4 -
2021,0,29221,Webb Simpson,"53' 2""",PGA Champ,4,13 - Par 4
2021,0,45157,Cam Davis,"53' 2""",PGA Champ,4,10 - Par 4
2021,0,30926,Chris Kirk,"52' 10""",NORTHERN TRUST,3,2 - Par 3 -
2021,0,33653,Thomas Detry,"52' 9""",PGA Champ,1,18 - Par 4
2021,0,20229,Stewart Cink,"52' 6""",Honda,4,10 - Par 4
2021,0,32662,Michael Gligic,"52' 5""",Rocket Mortgage,1,11 - Par 3
2021,0,30163,Henrik Norlander,"52' 5""",John Deere,4,11 - Par 4
2021,0,26329,Louis Oosthuizen,"52' 4""",U.S. Open(2021),3,18 - Par 5
2021,0,35409,Craig Hocknull,"52' 1""",Shriners,1,8 - Par 3 -
2021,0,35532,Tom Hoge,"52' 0""",U.S. Open(2021),4,16 - Par 3
2021,0,39953,Chase Seiffert,"51' 9""",Sony Open,1,8 - Par 4 -
2021,0,21528,Henrik Stenson,"51' 8""",U.S. Open(2020),2,9 - Par 5 -
2021,0,34431,Robert Streb,"51' 6""",NORTHERN TRUST,4,11 - Par 3
2021,0,31997,Steve Lewton,"51' 3""",Sanderson Farms,2,6 - Par 4 -
2021,0,29518,Brendan Steele,"51' 3""",THE PLAYERS,4,17 - Par 3
2021,0,33404,Chris Baker,"51' 0""",3M Open,1,6 - Par 5 -
2021,0,29289,S.Y. Noh,"50' 11""",Honda,2,3 - Par 5 -
2021,0,52375,Doug Ghim,"50' 10""",Sanderson Farms,2,7 - Par 3 -
2021,0,51766,Wyndham Clark,"50' 10""",Houston Open,1,16 - Par 5
2021,0,28420,Ryan Brehm,"50' 9""",Travelers,1,16 - Par 3
2021,0,35310,Lanto Griffin,"50' 8""",Sentry,4,7 - Par 4 -
2021,0,49893,Mark Geddes,"50' 8""",PGA Champ,1,2 - Par 5 -
2021,0,46442,Maverick McNealy,"50' 7""",Arnold Palmer,1,15 - Par 4
2021,0,34466,Peter Malnati,"50' 7""",Travelers,1,6 - Par 5 -
2021,0,27649,Brandt Snedeker,"50' 6""",Shriners,4,12 - Par 4
2021,0,45609,Tyler Duncan,"50' 6""",Farmers,1,2 - Par 4 -
2021,0,34360,Patrick Reed,"50' 5""",Wells Fargo,1,7 - Par 5 -
2021,0,37189,Harold Varner III,"50' 3""",BMW Champ,4,7 - Par 4 -
2021,0,25198,Francesco Molinari,"50' 0""",The Amex,4,18 - Par 4
2021,0,33410,Andrew Landry,"49' 11""",Genesis,1,12 - Par 4
2021,0,47347,Adam Schenk,"49' 9""",Shriners,4,11 - Par 4
2021,0,27936,Martin Laird,"49' 8""",Shriners,3,9 - Par 5 -
2021,0,24357,K.J. Choi,"49' 7""",Sony Open,2,1 - Par 4 -
2021,0,32508,Chad Proehl,"49' 7""",John Deere,1,3 - Par 3 -
2021,0,33486,Roger Sloan,"49' 7""",John Deere,2,3 - Par 3 -
2021,0,32839,Hideki Matsuyama,"49' 6""",U.S. Open(2021),1,11 - Par 3
2021,0,39975,Michael Kim,"49' 5""",3M Open,3,14 - Par 4
2021,0,23325,Vaughn Taylor,"49' 4""",The RSM Classic,4,14 - Par 4
2021,0,25900,Lucas Glover,"49' 3""",Honda,3,8 - Par 4 -
2021,0,27770,Camilo Villegas,"49' 3""",RBC Heritage,3,12 - Par 4
2021,0,35230,Nelson Ledesma,"49' 3""",Wyndham,2,5 - Par 5 -
2021,0,26499,Rafa Cabrera Bello,"49' 2""",the Memorial,1,4 - Par 3 -
2021,0,21805,Harrison Frazar,"49' 2""",Rocket Mortgage,2,10 - Par 4
2021,0,30927,Brendon Todd,"49' 1""",Rocket Mortgage,2,12 - Par 4
2021,0,39058,Lucas Herbert,"48' 9""",Wells Fargo,1,2 - Par 4 -
2021,0,36871,Matthew NeSmith,"48' 7""",Genesis,4,17 - Par 5
2021,0,39971,Sungjae Im,"48' 7""",U.S. Open(2021),3,13 - Par 5
2021,0,30978,Kiradech Aphibarnrat,"48' 6""",Honda,4,2 - Par 4 -
2021,0,46340,Alex Smalley,"48' 4""",Wyndham,3,13 - Par 4
2021,0,46646,Antoine Rozner,"48' 1""",PGA Champ,2,17 - Par 3
2021,0,26851,Marc Leishman,"48' 0""",NORTHERN TRUST,1,3 - Par 4 -
2021,0,58187,Jordan Hahn,"47' 11""",Valspar,1,3 - Par 4 -
2021,0,32070,Rafael Campos,"47' 11""",Wells Fargo,1,6 - Par 3 -
2021,0,24502,Adam Scott,"47' 11""",the Memorial,1,10 - Par 4
2021,0,35314,Andy Sullivan,"47' 9""",WGC-Workday,3,3 - Par 5 -
2021,0,36801,Mark Hubbard,"47' 8""",Houston Open,3,14 - Par 4
2021,0,21209,Sergio Garcia,"47' 7""",U.S. Open(2020),2,17 - Par 4
2021,0,26596,Ryan Moore,"47' 7""",Valspar,2,8 - Par 3 -
2021,0,34563,Chesson Hadley,"47' 6""",Wyndham,4,13 - Par 4
2021,0,27942,Rob Oppenheim,"47' 4""",Byron Nelson,1,1 - Par 4 -
2021,0,28938,Justin Harding,"47' 3""",U.S. Open(2020),2,17 - Par 4
2021,0,52411,Kyle Westmoreland,"47' 3""",U.S. Open(2021),3,3 - Par 3 -
2021,0,32791,K.H. Lee,"47' 2""",Valspar,2,16 - Par 4
2021,0,37380,Curtis Luck,"47' 1""",U.S. Open(2020),1,8 - Par 4 -
2021,0,46435,Austin Cook,"46' 11""",Travelers,2,6 - Par 5 -
2021,0,51894,Vince Whaley,"46' 9""",Safeway Open,1,3 - Par 4 -
2021,0,32618,Rhein Gibson,"46' 8""",Farmers,4,6 - Par 5 -
2021,0,35449,Adam Long,"46' 8""",Charles Schwab,4,10 - Par 4
2021,0,51634,Sahith Theegala,"46' 8""",U.S. Open(2021),2,2 - Par 4 -
2021,0,10381,Curtis Thompson,"46' 8""",Rocket Mortgage,1,4 - Par 5 -
2021,0,34264,Hudson Swafford,"46' 7""",Honda,2,8 - Par 4 -
2021,0,57366,Cameron Young,"46' 7""",U.S. Open(2021),1,14 - Par 4
2021,0,25686,Jason Dufner,"46' 7""",Wyndham,4,14 - Par 4
2021,0,28307,Matt Every,"46' 6""",Sanderson Farms,1,2 - Par 4 -
2021,0,22371,Aaron Baddeley,"46' 5""",Safeway Open,2,6 - Par 4 -
2021,0,23353,J.J. Henry,"46' 5""",John Deere,2,4 - Par 4 -
2021,0,32333,Kevin Tway,"46' 3""",Sony Open,2,2 - Par 4 -
2021,0,32775,Shugo Imahira,"46' 2""",U.S. Open(2020),2,15 - Par 4
2021,0,28775,Nate Lashley,"46' 1""",Honda,4,5 - Par 3 -
2021,0,32150,Michael Thompson,"46' 0""",THE PLAYERS,1,6 - Par 4 -
2021,0,55789,Taylor Montgomery,"46' 0""",U.S. Open(2021),4,17 - Par 4
2021,0,32366,Kevin Chappell,"45' 11""",Houston Open,3,14 - Par 4
2021,0,52372,Cameron Champ,"45' 9""",Shriners,2,15 - Par 4
2021,0,47128,Richy Werenski,"45' 9""",Genesis,2,15 - Par 4
2021,0,49773,Chase Koepka,"45' 9""",Honda,1,15 - Par 3
2021,0,37455,Si Woo Kim,"45' 8""",RBC Heritage,4,1 - Par 4 -
2021,0,20593,Greg Chalmers,"45' 8""",Barbasol,2,9 - Par 3 -
2021,0,35891,Cameron Smith,"45' 7""",WGC-Workday,1,1 - Par 4 -
2021,0,25818,Scott Piercy,"45' 5""",Houston Open,4,14 - Par 4
2021,0,29535,Brice Garnett,"45' 5""",Sony Open,2,4 - Par 3 -
2021,0,29908,C.T. Pan,"45' 5""",NORTHERN TRUST,1,3 - Par 4 -
2021,0,33948,Byeong Hun An,"45' 4""",Sanderson Farms,1,18 - Par 4
2021,0,25632,Jimmy Walker,"45' 1""",Honda,3,12 - Par 4
2021,0,35104,Tom Lewis,"45' 1""",Honda,4,1 - Par 4 -
2021,0,33204,Shane Lowry,"44' 9""",RBC Heritage,1,11 - Par 4
2021,0,23788,D.J. Trahan,"44' 7""",Safeway Open,1,14 - Par 4
2021,0,29268,Bronson Burgoon,"44' 5""",Byron Nelson,2,7 - Par 3 -
2021,0,47918,Naoki Sekito,"44' 4""",ZOZO,1,4 - Par 4 -
2021,0,27349,Alex Noren,"44' 4""",Arnold Palmer,3,3 - Par 4 -
2021,0,27554,Scott Harrington,"44' 0""",Pebble Beach,4,1 - Par 4 -
2021,0,33413,Ben Martin,"44' 0""",Byron Nelson,2,15 - Par 3
2021,0,52633,Alex Beach,"44' 0""",PGA Champ,2,5 - Par 3 -
2021,0,20396,Lee Westwood,"43' 5""",U.S. Open(2021),2,13 - Par 5
2021,0,40006,Erik van Rooyen,"43' 4""",U.S. Open(2021),2,3 - Par 3 -
2021,0,47679,Victor Perez,"43' 3""",WGC-FedEx,3,12 - Par 4
2021,0,36799,Stephan Jaeger,"43' 1""",U.S. Open(2020),4,10 - Par 3
2021,0,29725,Tony Finau,"43' 1""",Farmers,4,7 - Par 4 -
2021,0,24449,Parker McLachlin,"43' 1""",Barbasol,1,17 - Par 4
2021,0,40098,Matt Fitzpatrick,"43' 0""",Genesis,1,14 - Par 3
2021,0,56272,Wilco Nienaber,"42' 11""",Palmetto,4,3 - Par 4 -
2021,0,34256,Andrew Putnam,"42' 9""",Sanderson Farms,2,7 - Par 3 -
2021,0,47842,Hanbyeol Kim,"42' 9""",THE CJ CUP,1,9 - Par 4 -
2021,0,34643,Michael Johnson,"42' 9""",U.S. Open(2021),2,10 - Par 4
2021,0,30852,Ryo Ishikawa,"42' 8""",U.S. Open(2020),1,4 - Par 4 -
2021,0,32102,Rickie Fowler,"42' 8""",Arnold Palmer,2,5 - Par 4 -
2021,0,22405,Justin Rose,"42' 8""",Charles Schwab,3,4 - Par 3 -
2021,0,20645,John Senden,"42' 5""",Byron Nelson,2,8 - Par 4 -
2021,0,36326,David Lipsky,"42' 5""",Palmetto,3,1 - Par 4 -
2021,0,37275,Sam Ryder,"42' 4""",U.S. Open(2021),2,2 - Par 4 -
2021,0,26420,Richard Johnson,"42' 3""",Palmetto,1,8 - Par 4 -
2021,0,27214,Kevin Streelman,"42' 3""",U.S. Open(2021),4,6 - Par 4 -
2021,0,34174,John Huh,"42' 1""",Byron Nelson,2,18 - Par 5
2021,0,29772,Michael Lorenzo-Vera,"42' 0""",U.S. Open(2020),1,9 - Par 5 -
2021,0,51379,John Lyras,"42' 0""",Byron Nelson,2,2 - Par 4 -
2021,0,39067,MJ Daffue,"42' 0""",Barbasol,4,4 - Par 4 -
2021,0,27330,Josh Teater,"41' 11""",The RSM Classic,4,10 - Par 4
2021,0,27895,Jonas Blixt,"41' 10""",Palmetto,1,16 - Par 4
2021,0,58696,Peter Kuest,"41' 9""",Safeway Open,2,2 - Par 3 -
2021,0,58168,Davis Thompson,"41' 9""",Palmetto,3,5 - Par 3 -
2021,0,25431,Rob Labritz,"41' 7""",PGA Champ,1,15 - Par 4
2021,0,36689,Brooks Koepka,"41' 7""",U.S. Open(2021),1,17 - Par 4
2021,0,46046,Scottie Scheffler,"41' 6""",Phoenix Open,1,5 - Par 4 -
2021,0,56676,John Augenstein,"41' 6""",Valspar,2,18 - Par 4
2021,0,37250,Romain Langasque,"41' 5""",U.S. Open(2020),2,3 - Par 3 -
2021,0,58192,Daniel Wetterich,"41' 5""",Rocket Mortgage,1,14 - Par 5
2021,0,27974,Sung Kang,"41' 3""",Sanderson Farms,1,1 - Par 4 -
2021,0,56284,Patrick Cover,"41' 3""",Wells Fargo,2,9 - Par 4 -
2021,0,54364,Stephen Stallings Jr.,"41' 2""",Honda,2,5 - Par 3 -
2021,0,51890,Greyson Sigg,"40' 11""",U.S. Open(2021),2,5 - Par 4 -
2021,0,52215,Robert MacIntyre,"40' 9""",WGC-FedEx,1,10 - Par 4
2021,0,31202,William McGirt,"40' 8""",Valspar,1,4 - Par 3 -
2021,0,35181,Daniel van Tonder,"40' 7""",PGA Champ,1,5 - Par 3 -
2021,0,36699,Patrick Rodgers,"40' 5""",Wyndham,2,18 - Par 4
2021,0,26758,David Hearn,"40' 4""",The Amex,3,9 - Par 4 -
2021,0,23320,Ryan Palmer,"40' 2""",U.S. Open(2020),2,15 - Par 4
2021,0,39997,Corey Conners,"40' 2""",Phoenix Open,4,3 - Par 5 -
2021,0,34255,Joseph Bramlett,"40' 2""",Byron Nelson,1,13 - Par 4
2021,0,56630,Akshay Bhatia,"40' 2""",Wyndham,2,14 - Par 4
2021,0,8793,Tiger Woods,"40' 1""",U.S. Open(2020),1,16 - Par 4
2021,0,24140,Sean O'Hair,"40' 0""",John Deere,4,13 - Par 4
2021,0,59872,Brad Marek,"39' 11""",PGA Champ,1,11 - Par 5
2021,0,34409,David Lingmerth,"39' 9""",3M Open,2,16 - Par 4
2021,0,25364,Paul Casey,"39' 8""",Arnold Palmer,1,17 - Par 3
2021,0,39831,Bobby Bai,"39' 8""",Barbasol,1,18 - Par 4
2021,0,24846,Ricky Barnes,"39' 7""",Barbasol,2,12 - Par 4
2021,0,33122,Russell Knox,"39' 6""",Arnold Palmer,3,7 - Par 3 -
2021,0,51395,Trey Shirley,"39' 5""",Barbasol,2,15 - Par 5
2021,0,25240,D.A. Points,"39' 3""",3M Open,2,14 - Par 4
2021,0,33120,Mark Anderson,"39' 2""",Rocket Mortgage,2,15 - Par 3
2021,0,40058,Zac Blair,"38' 10""",Safeway Open,1,11 - Par 3
2021,0,8075,Jerry Kelly,"38' 10""",Phoenix Open,2,9 - Par 4 -
2021,0,25345,Carl Pettersson,"38' 7""",Barbasol,1,15 - Par 5
2021,0,48887,Matt Wallace,"38' 6""",RBC Heritage,1,14 - Par 3
2021,0,54421,Garrick Higgo,"38' 5""",Palmetto,2,10 - Par 3
2021,0,59570,Tyler Collet,"38' 4""",PGA Champ,2,4 - Par 4 -
2021,0,35617,Martin Trainer,"38' 3""",Rocket Mortgage,2,2 - Par 4 -
2021,0,34314,Sebastian Cappelen,"38' 3""",Wyndham,2,2 - Par 4 -
2021,0,59160,John Pak,"38' 1""",U.S. Open(2020),1,5 - Par 4 -
2021,0,28252,Seamus Power,"37' 9""",Byron Nelson,2,7 - Par 3 -
2021,0,29461,Jamie Lovemark,"37' 8""",Sony Open,2,4 - Par 3 -
2021,0,50525,Collin Morikawa,"37' 7""",WGC-Workday,2,18 - Par 4
2021,0,59647,Tommy Gibson,"37' 5""",RBC Heritage,2,18 - Par 4
2021,0,29720,Andres Gonzales,"37' 3""",Sony Open,2,3 - Par 4 -
2021,0,10809,Jim Furyk,"37' 2""",Pebble Beach,2,18 - Par 5
2021,0,33605,Gunn Charoenkul,"37' 0""",ZOZO,2,16 - Par 5
2021,0,24490,George McNeill,"37' 0""",Byron Nelson,2,2 - Par 4 -
2021,0,45836,Richard Bland,"37' 0""",U.S. Open(2021),1,12 - Par 4
2021,0,35732,Wes Roach,"37' 0""",John Deere,2,2 - Par 5 -
2021,0,26341,Wade Ormsby,"36' 11""",WGC-Workday,2,2 - Par 4 -
2021,0,34076,Joel Dahmen,"36' 9""",Rocket Mortgage,3,15 - Par 3
2021,0,45847,JC Ritchie,"36' 8""",U.S. Open(2020),1,5 - Par 4 -
2021,0,28089,Jason Day,"36' 5""",Travelers,2,5 - Par 3 -
2021,0,23983,Luke Donald,"36' 1""",The Amex,2,17 - Par 3
2021,0,24964,Ryan Vermeer,"35' 10""",U.S. Open(2020),2,5 - Par 4 -
2021,0,25572,Graeme McDowell,"35' 7""",Houston Open,4,11 - Par 3
2021,0,34500,Ryosuke Kinoshita,"35' 3""",Sony Open,1,4 - Par 3 -
2021,0,27171,Jay McLuen,"35' 2""",Sanderson Farms,1,14 - Par 5
2021,0,20850,Daniel Chopra,"35' 2""",Valspar,1,17 - Par 3
2021,0,29970,Dylan Frittelli,"34' 11""",ZOZO,3,14 - Par 4
2021,0,57049,Roy Cootes,"34' 10""",U.S. Open(2021),2,15 - Par 4
2021,0,33418,Shawn Stefani,"34' 10""",Barbasol,1,9 - Par 3 -
2021,0,29454,Bernd Wiesberger,"34' 9""",U.S. Open(2020),3,11 - Par 4
2021,0,59020,Luke Schniederjans,"34' 8""",Safeway Open,2,9 - Par 5 -
2021,0,24494,Erik Compton,"34' 5""",Charles Schwab,2,10 - Par 4
2021,0,55670,Alex Schaake,"34' 5""",John Deere,1,17 - Par 5
2021,0,31111,David Coupland,"34' 4""",U.S. Open(2021),1,2 - Par 4 -
2021,0,25562,Andres Romero,"34' 4""",John Deere,1,13 - Par 4
2021,0,59835,Shane Pearce,"34' 3""",Byron Nelson,1,3 - Par 4 -
2021,0,51616,Lukas Michel,"33' 11""",U.S. Open(2020),2,5 - Par 4 -
2021,0,37187,Tain Lee,"33' 11""",Farmers,3,16 - Par 3
2021,0,29425,Andrew Svoboda,"33' 6""",Travelers,2,13 - Par 5
2021,0,47988,Nick Hardy,"33' 5""",Phoenix Open,4,11 - Par 4
2021,0,47238,Jazz Janewattananond,"33' 3""",Arnold Palmer,2,14 - Par 3
2021,0,47127,David Pastore,"33' 1""",Barbasol,2,10 - Par 4
2021,0,58381,Kyle Mendoza,"32' 11""",Farmers,4,5 - Par 4 -
2021,0,33974,Dean Burmester,"32' 10""",PGA Champ,4,12 - Par 4
2021,0,27933,John Merrick,"32' 8""",Barbasol,1,13 - Par 4
2021,0,35879,Kelly Kraft,"32' 7""",Wells Fargo,1,12 - Par 4
2021,0,36327,Justin Quiban,"32' 6""",3M Open,2,5 - Par 4 -
2021,0,58605,Quade Cummins,"32' 4""",3M Open,2,15 - Par 4
2021,0,50493,Justin Suh,"32' 2""",Shriners,2,5 - Par 3 -
2021,0,52374,Brandon Wu,"32' 2""",Honda,2,11 - Par 4
2021,0,23218,Joe Summerhays,"32' 2""",PGA Champ,1,5 - Par 3 -
2021,0,59441,Joe Long,"32' 2""",the Memorial,2,13 - Par 4
2021,0,54628,Lee Hodges,"32' 1""",Barbasol,3,16 - Par 3
2021,0,10505,Shane Bertsch,"31' 11""",Sony Open,1,14 - Par 4
2021,0,33674,Adrian Meronk,"31' 11""",U.S. Open(2021),1,10 - Par 4
2021,0,39834,Guido Migliozzi,"31' 11""",U.S. Open(2021),3,10 - Par 4
2021,0,33449,Zack Sucher,"31' 11""",Barbasol,3,8 - Par 5 -
2021,0,45860,Case Cochran,"31' 8""",Barbasol,1,13 - Par 4
2021,0,46930,Jaekyeong Lee,"31' 6""",THE CJ CUP,2,12 - Par 4
2021,0,58594,Spencer Ralston,"31' 6""",U.S. Open(2021),1,2 - Par 4 -
2021,0,39262,Alvaro Ortiz,"31' 0""",U.S. Open(2021),2,6 - Par 4 -
2021,0,52686,Rasmus Hojgaard,"30' 10""",WGC-Workday,1,6 - Par 3 -
2021,0,23778,Brad Adamonis,"30' 10""",Valspar,2,6 - Par 4 -
2021,0,54869,Chase Johnson,"30' 8""",the Memorial,1,7 - Par 5 -
2021,0,28679,Fabián Gómez,"30' 8""",John Deere,1,6 - Par 4 -
2021,0,27963,Chris Stroud,"30' 7""",Sanderson Farms,1,17 - Par 4
2021,0,34387,Daniel Balin,"30' 5""",PGA Champ,2,18 - Par 4
2021,0,37212,Paul Barjon,"30' 5""",Barbasol,3,10 - Par 4
2021,0,49310,David Gazzolo,"30' 3""",Barbasol,1,13 - Par 4
2021,0,55182,Tom Kim,"30' 0""",Safeway Open,2,2 - Par 3 -
2021,0,27958,Ryan Blaum,"30' 0""",3M Open,1,16 - Par 4
2021,0,26328,Shaun Norris,"29' 10""",ZOZO,2,5 - Par 5 -
2021,0,29484,Peter Uihlein,"29' 10""",Valspar,4,17 - Par 3
2021,0,56320,Bryson Nimmer,"29' 6""",Palmetto,3,8 - Par 4 -
2021,0,55413,Luis Gagne,"29' 6""",U.S. Open(2021),1,8 - Par 3 -
2021,0,52666,Sami Valimaki,"29' 5""",WGC-Workday,1,4 - Par 3 -
2021,0,36698,Andy Zhang,"29' 3""",Safeway Open,3,5 - Par 5 -
2021,0,47995,Davis Riley,"29' 2""",Phoenix Open,3,18 - Par 4
2021,0,47334,Sam Fidone,"29' 2""",Valero,2,6 - Par 4 -
2021,0,57975,Harry Hall,"29' 1""",The Amex,2,17 - Par 3
2021,0,37273,Derek Ernst,"29' 1""",Barbasol,1,13 - Par 4
2021,0,54687,Broc Everett,"29' 0""",Palmetto,2,16 - Par 4
2021,0,35300,Andrew Loupe,"29' 0""",Barbasol,2,13 - Par 4
